Model settings:
Alpha = 1, Features encoder depth = 34, Cognition encoder depth = 6, Latent space dimension = 6, Data normalized = True
Features encoder dimensions = [14753, 13006, 12264, 11775, 10875, 9729, 9303, 8852, 8000, 8000, 7642, 7175, 6949, 6810, 6311, 6000, 5823, 5583, 5245, 4990, 3629, 3000, 2732, 1200, 1950, 1655, 1500, 1414, 1032, 827, 665, 301, 135, 50]
Cognition encoder dimensions = [12, 11, 10, 9, 8, 7]
Learning curve mode = False
********************
  epoch    l2_norm    reconst_loss    score    train_loss     dur
    904     0.4431          1.2002  15.8041        1.6433  0.5656
    905     0.4368          1.2060  14.2619        1.6428  0.5665
    906     0.4664          1.2363  16.9951        1.7026  0.8520
    907     0.4243          1.2185  13.3285        1.6428  1.1449
    908     0.4173          1.2494  14.0442        1.6667  0.5667
    909     0.4519          1.2181  14.4421        1.6699  0.5674
    910     0.4275          1.2425  16.5636        1.6700  0.5668
    911     0.4157          1.2247  14.9589        1.6404  0.9637
    912     0.4344          1.2260  12.2729        1.6604  0.5668
    913     0.4443          1.2200  16.3602        1.6643  0.5685
    914     0.4419          1.2257  17.9800        1.6676  0.5692
    915     0.4349          1.2250  16.9127        1.6600  0.5665
    916     0.4398          1.2360  13.9360        1.6758  0.5742
    917     0.4394          1.2096  16.9313        1.6490  1.3473
    918     0.4179          1.2044  12.4800        1.6223  0.5656
    919     0.4406          1.2374  17.6955        1.6780  0.5652
    920     0.4457          1.2233  12.8450        1.6689  0.5652
    921     0.4052          1.2003  17.1764        1.6054  0.5649
    922     0.4313          1.2137  15.6200        1.6450  0.5654
    923     0.4309          1.1961  12.9164        1.6269  0.5637
    924     0.4446          1.2313  13.4928        1.6759  0.5659
    925     0.4396          1.1972  13.2173        1.6368  0.5658
    926     0.4383          1.2281  16.1870        1.6664  0.5655
    927     0.4387          1.2303  18.5371        1.6690  0.5663
    928     0.4536          1.2138  12.8840        1.6674  0.5644
    929     0.4707          1.2245  19.9104        1.6953  0.5659
    930     0.4549          1.2448  12.0901        1.6997  0.5646
    931     0.4425          1.2141  18.5153        1.6566  0.5736
    932     0.4610          1.1984  11.0285        1.6594  0.6677
    933     0.4213          1.1791  14.5286        1.6004  0.5645
    934     0.4210          1.2063  14.5991        1.6272  0.5640
    935     0.4211          1.2254  17.1167        1.6465  0.9827
    936     0.4528          1.2043  14.6737        1.6571  0.5690
    937     0.4479          1.2415  17.1290        1.6894  0.5682
    938     0.4256          1.2259  18.1213        1.6515  0.5685
    939     0.4233          1.2272  18.0380        1.6505  0.5675
    940     0.4383          1.2333  20.1482        1.6715  0.5672
    941     0.4571          1.2446  17.1329        1.7017  0.5667
    942     0.4497          1.2147  11.4076        1.6644  0.5666
    943     0.4598          1.2201  13.5550        1.6799  0.5660
    944     0.4358          1.2184  11.2068        1.6541  0.5656
    945     0.4341          1.2325  15.2226        1.6667  0.5654
    946     0.4307          1.2201  19.2850        1.6508  0.5656
    947     0.4450          1.2336  12.4432        1.6786  0.5746
    948     0.4480          1.2440  13.6298        1.6920  0.5657
    949     0.4186          1.2089  11.4281        1.6275  0.5710
    950     0.4415          1.1898  17.0355        1.6312  0.5649
    951     0.4573          1.2232  15.2159        1.6805  0.5852
    952     0.4485          1.2393  18.9166        1.6878  0.5657
    953     0.4604          1.2727  13.4456        1.7331  0.5653
    954     0.4535          1.2065  22.0010        1.6600  0.5656
    955     0.4416          1.2265  12.2412        1.6681  0.5636
    956     0.4256          1.2228  17.6453        1.6484  0.5650
    957     0.4504          1.2103  12.1520        1.6607  0.5647
    958     0.4684          1.2224  14.9273        1.6908  0.5653
    959     0.4241          1.2198  13.1302        1.6439  0.5661
    960     0.4509          1.2166  14.0023        1.6675  0.5643
    961     0.4189          1.1832  13.1688        1.6021  0.5646
    962     0.4330          1.2340  22.7678        1.6671  0.5642
    963     0.4415          1.2031  15.6301        1.6446  0.5647
    964     0.4506          1.2365  13.6670        1.6871  0.5653
    965     0.4397          1.2136  15.9427        1.6533  0.5653
    966     0.4281          1.2205  15.0962        1.6486  0.5658
    967     0.4515          1.2325  12.5899        1.6840  0.5650
    968     0.4431          1.2298  13.7030        1.6728  0.5732
    969     0.4339          1.2161  12.5266        1.6500  0.5651
    970     0.4553          1.2317  12.1187        1.6870  0.5707
    971     0.4471          1.2410  15.6581        1.6881  0.5651
    972     0.4507          1.2161  12.2444        1.6669  0.5654
    973     0.4671          1.2129  11.9307        1.6800  0.7393
    974     0.4312          1.2334  15.7154        1.6646  0.5682
    975     0.4629          1.2254  13.2901        1.6883  0.5688
    976     0.4599          1.1813  17.3757        1.6412  0.5690
    977     0.4183          1.2253  13.5996        1.6436  0.5681
    978     0.4341          1.2106  13.6467        1.6447  0.5675
    979     0.4022          1.2229  14.5861        1.6250  0.7296
    980     0.4588          1.2141  13.9162        1.6730  0.5690
    981     0.4210          1.2173  23.0755        1.6382  0.5671
    982     0.4105          1.2474  16.1971        1.6579  0.5656
    983     0.4557          1.2189  13.2580        1.6746  0.5658
    984     0.4614          1.2253  15.4175        1.6867  0.5660
    985     0.4216          1.2182  14.8216        1.6399  0.5669
    986     0.4441          1.2418  16.8523        1.6859  0.5671
    987     0.4604          1.2083  14.3494        1.6687  0.5669
    988     0.4294          1.2260  16.7759        1.6554  0.5667
    989     0.4163          1.2021  18.5568        1.6185  0.5671
    990     0.4412          1.2135  14.1404        1.6547  0.5673
    991     0.4410          1.2264  16.9812        1.6674  0.5669
    992     0.4335          1.2283  19.8233        1.6618  0.5710
    993     0.4340          1.2152  16.9605        1.6492  0.5664
    994     0.4501          1.2330  15.2281        1.6831  0.8404
    995     0.4410          1.2207  15.2545        1.6616  0.5650
    996     0.4500          1.2518  16.3561        1.7017  0.5649
    997     0.4313          1.2309  15.6948        1.6622  0.5667
    998     0.4492          1.1917  18.0347        1.6409  0.5972
    999     0.4618          1.2075  18.0612        1.6692  0.5656
   1000     0.4523          1.2523  17.8788        1.7046  0.5675
   1001     0.4514          1.2367  14.5507        1.6881  0.5699
   1002     0.4454          1.2136  17.9400        1.6590  0.5662
   1003     0.4507          1.2104  14.7794        1.6611  0.5664
   1004     0.4333          1.2350  13.6944        1.6683  0.5663
   1005     0.4320          1.1953  14.4058        1.6273  0.5652
   1006     0.4415          1.2127  23.8477        1.6542  0.5667
   1007     0.4553          1.2208  15.2386        1.6761  0.5649
   1008     0.4396          1.2216  11.3290        1.6612  0.5661
   1009     0.4585          1.2516  12.1692        1.7101  0.5670
   1010     0.4414          1.2321  11.9953        1.6734  0.5667
   1011     0.4298          1.2696  16.3462        1.6993  0.5659
   1012     0.4163          1.2185  21.3132        1.6348  0.5698
   1013     0.4378          1.2372  13.4449        1.6750  0.5660
   1014     0.4442          1.1950  15.4361        1.6391  0.5656
   1015     0.4592          1.2232  15.7178        1.6824  0.5663
   1016     0.4268          1.2089  15.8565        1.6357  0.5662
   1017     0.4653          1.2038  18.0828        1.6691  0.5664
   1018     0.4286          1.2120  13.0650        1.6406  0.5665
Stopping since train_loss has not improved in the last 200 epochs.
X Train Shape: torch.Size([509, 35376])
Y Train Shape: torch.Size([509, 12])
y_predicted_from_x_train shape: (509, 12)
Scores=[ -62.37643653  -71.36791802  -29.26038494  -26.60535354  -23.36027206
  -16.75059747  -10.57881996  -62.09270467 -105.47735968  -75.62424726
  -42.70383925  -28.39856862]
mean_av_perc_error_test=3.1645105
features space = tensor([[-0.1380, -0.0528,  0.0159, -0.0890,  0.2590, -0.0265],
        [-0.0034,  0.1659,  0.0825, -0.1304,  0.0735,  0.0040],
        [-0.2516, -0.2201, -0.1760, -0.3130,  0.0650,  0.1799],
        ...,
        [-0.0673, -0.0946,  0.1166, -0.2556,  0.3397, -0.0906],
        [-0.0573, -0.0752, -0.2291, -0.2511,  0.0359,  0.0414],
        [-0.1409,  0.0561, -0.0231, -0.2304,  0.1268,  0.0340]]), shape = torch.Size([509, 6])
x_true space = [[-1.0119774e+00 -1.0119774e+00 -4.3265891e-01 ...  2.6932671e+00
   4.3255172e+00  1.2809225e+00]
 [ 4.3853000e-01  4.3853000e-01 -9.4819188e-01 ... -1.2688020e+00
  -2.4649458e-01 -6.8567973e-01]
 [ 1.6814269e+00  1.6814269e+00  1.0150830e+00 ... -7.6235765e-01
  -5.2070040e-01  4.0738022e-01]
 ...
 [ 2.0079403e+00  2.0079403e+00  2.9252581e-03 ... -3.4668025e-01
   3.7761733e-01 -1.0863895e+00]
 [ 3.3140576e-01  3.3140576e-01  6.9372547e-01 ... -1.2994182e+00
  -1.2993524e+00 -1.6670343e+00]
 [-4.0667766e-01 -4.0667766e-01 -9.0947950e-01 ...  8.5906941e-01
  -6.5503484e-01  1.1533015e+00]], shape = (509, 35376)
cognition space = tensor([[ 0.1434,  0.0438,  0.2019,  0.0101,  0.5117,  0.0237],
        [ 0.0210,  0.0268,  0.3098,  0.0643,  0.5514, -0.0696],
        [-0.0381, -0.2850,  0.2547, -0.0150,  0.0480, -0.1843],
        ...,
        [ 0.0697, -0.0290, -0.2556,  0.5551,  0.0757, -0.3260],
        [ 0.0945, -0.2477,  0.0372, -0.2935, -0.1899, -0.3660],
        [-0.2662, -0.2840,  0.0605,  0.4771, -0.0067, -0.3481]]), shape = torch.Size([509, 6])
decoder space = tensor([[-0.1321, -0.0740, -0.0785,  ...,  0.4208, -0.1593,  0.4172],
        [-0.1135, -0.1304, -0.0375,  ...,  0.4669, -0.1755,  0.4672],
        [-0.1172, -0.1723,  0.2036,  ...,  0.3439,  0.0223,  0.1493],
        ...,
        [-0.1509,  0.0857, -0.3237,  ...,  0.1030,  0.2274, -0.1493],
        [-0.1351, -0.2011,  0.1909,  ...,  0.3244, -0.0131,  0.1844],
        [-0.0500,  0.1631,  0.0647,  ...,  0.6359, -0.3542,  0.1510]]), shape = torch.Size([509, 12])
y_true space = [[-1.5695118   0.17364094  0.1218531  ...  0.0042275  -0.75251114
  -1.8980594 ]
 [-1.2962965   0.321298   -0.04255307 ...  1.3660243   1.0007421
   0.6507395 ]
 [ 0.8894258   0.1075068   0.63419974 ...  0.75406665  1.8129833
  -0.16195083]
 ...
 [ 0.06977993  0.5778478  -0.2078873  ... -0.57028055 -0.05727717
   0.25469443]
 [-1.5695118   1.2324679  -1.0551006  ...  0.86045706  0.42808694
  -0.54151547]
 [-0.7498659   0.99218374 -0.12099329 ...  1.0179147   1.5300612
   0.91957635]], shape = (509, 12)
features space = tensor([[-0.0940,  0.1266, -0.4329, -0.3969, -0.1403,  0.0979],
        [-0.1101, -0.1064,  0.0879, -0.1323,  0.0693, -0.1613],
        [-0.1229,  0.1717, -0.0698, -0.2908,  0.4215, -0.2659],
        [ 0.0821, -0.1241, -0.0082, -0.1997,  0.1203, -0.0789],
        [ 0.0630, -0.1398, -0.2257, -0.3863,  0.2206, -0.0551],
        [-0.0606,  0.0266,  0.1081, -0.2176,  0.0734, -0.1527],
        [-0.3474, -0.1209, -0.1574, -0.6156,  0.1991,  0.0420],
        [-0.0333, -0.1469, -0.0096, -0.0546,  0.1973, -0.1855],
        [ 0.1264,  0.1816, -0.2205, -0.4831,  0.1100, -0.1002],
        [ 0.0509,  0.0801,  0.0134, -0.3365,  0.0716, -0.0503],
        [ 0.1047,  0.1319,  0.0302, -0.0591, -0.0331,  0.0248],
        [ 0.0201, -0.2077, -0.0717, -0.1846,  0.0814, -0.2116],
        [ 0.0473, -0.0981, -0.0455, -0.1428,  0.0128, -0.0222],
        [-0.0303,  0.2225,  0.0523, -0.2182,  0.0507,  0.0307],
        [ 0.0947, -0.1601,  0.0170, -0.2632, -0.0741, -0.1668],
        [-0.0268, -0.1640, -0.1402, -0.4989,  0.2355, -0.2511],
        [ 0.0677, -0.2565, -0.1074, -0.0519, -0.1256, -0.1063],
        [-0.0477,  0.0907, -0.1786, -0.2070,  0.2724, -0.0125],
        [ 0.0655,  0.1768, -0.0679, -0.1931,  0.0441, -0.2110],
        [-0.0912,  0.0469,  0.0107, -0.1193,  0.2958, -0.0822],
        [-0.1228,  0.0562,  0.0020, -0.4202,  0.1403, -0.0997],
        [-0.1033,  0.0639, -0.4165, -0.3536, -0.0967,  0.0276],
        [-0.0797,  0.0705,  0.0834, -0.1001,  0.3286, -0.0725],
        [-0.0037,  0.0548, -0.0513, -0.2506,  0.0078, -0.0567],
        [-0.0104,  0.1435,  0.0115, -0.1797,  0.0433, -0.0022],
        [-0.1098,  0.2142, -0.2584, -0.0474,  0.4983, -0.0043],
        [-0.0384,  0.1404,  0.0031, -0.3889,  0.1465, -0.0225],
        [-0.0020,  0.0026, -0.0270,  0.0391,  0.1349, -0.1416],
        [-0.2003, -0.2007, -0.2903, -0.2088,  0.2411, -0.0979],
        [-0.2975, -0.2180, -0.1302, -0.3704,  0.3635, -0.1285],
        [-0.1488,  0.1557, -0.0996, -0.2593,  0.3032, -0.1253],
        [-0.2741, -0.0651,  0.0272, -0.2703,  0.1586,  0.0294],
        [-0.2078, -0.0536, -0.0755, -0.3058,  0.3141, -0.1030],
        [-0.0950,  0.1009,  0.0094, -0.4290,  0.0681, -0.0587],
        [-0.0471, -0.1363, -0.1391, -0.1371,  0.2738, -0.0804],
        [-0.1567,  0.1692, -0.4011, -0.2400,  0.2235, -0.0436],
        [ 0.0408,  0.1768, -0.1783, -0.3101,  0.1270, -0.0608],
        [-0.0959, -0.1473, -0.1167, -0.0790,  0.0942, -0.0796],
        [-0.0297, -0.0702, -0.3425, -0.0538,  0.1883, -0.0889],
        [ 0.0444, -0.1543, -0.0198, -0.1112, -0.0617, -0.3026],
        [-0.1220, -0.1155, -0.0838, -0.0867,  0.1698, -0.1711],
        [-0.0566,  0.0632, -0.0540, -0.1907,  0.2210, -0.0263],
        [ 0.0496, -0.0104, -0.2986, -0.3457,  0.0219, -0.2108],
        [-0.1758,  0.0783, -0.0062, -0.1870,  0.3155, -0.1304],
        [-0.1351,  0.0146,  0.1584, -0.1705,  0.2159, -0.2294],
        [-0.1059,  0.1121,  0.1280, -0.1582,  0.2762, -0.1279],
        [-0.2396, -0.0583, -0.0604, -0.1598,  0.1980,  0.0583],
        [-0.0799, -0.0443, -0.0523, -0.0308,  0.1518, -0.0850],
        [-0.1178, -0.1653,  0.0482, -0.0492,  0.1549, -0.0331],
        [-0.0149, -0.0197, -0.2128, -0.2593,  0.0148, -0.0794],
        [ 0.1011,  0.1392, -0.1417, -0.2960,  0.1105, -0.0582],
        [ 0.1068, -0.1795,  0.0215, -0.1253,  0.2120,  0.1174],
        [ 0.0046, -0.0228,  0.0617, -0.0763,  0.2325, -0.1564],
        [ 0.0530,  0.0722, -0.1176, -0.2989, -0.0951, -0.0224],
        [ 0.0258, -0.0434, -0.0375, -0.2153,  0.0499, -0.0353],
        [-0.1037, -0.0378, -0.1939, -0.1791,  0.0673,  0.0021]]), shape = torch.Size([56, 6])
x_true space = [[ 0.9305474   0.9305474   0.6771062  ... -1.5861447  -1.2316298
  -0.1720271 ]
 [-0.8534597  -0.8534597  -0.6771052  ...  0.66606426  0.2205779
   1.1492537 ]
 [ 0.265165    0.265165    1.1619219  ... -1.4797254  -0.5980372
  -0.12000566]
 ...
 [ 0.25996718  0.25996718  0.41425186 ... -0.8027044  -0.09458422
  -0.10542525]
 [ 0.04126573  0.04126573 -0.84951365 ...  1.758657   -0.13629517
  -0.8774407 ]
 [ 0.27911186  0.27911186 -0.5096616  ...  0.47089797  0.37610215
  -1.7072638 ]], shape = (56, 35376)
cognition space = tensor([[-2.3576e-01, -2.4027e-01,  1.0128e-01,  1.6365e-01,  7.3631e-02,
         -2.4854e-01],
        [ 2.5619e-02, -2.9178e-01,  1.0422e-01, -2.2724e-01, -1.3646e-01,
         -2.5666e-01],
        [-3.5646e-01, -2.9808e-01, -1.2156e-02,  3.0723e-01, -2.7264e-02,
         -2.5523e-01],
        [-2.7901e-01, -3.3071e-01, -1.9203e-02,  3.7228e-01, -1.1946e-01,
         -3.2413e-01],
        [-9.4348e-02, -3.1833e-01,  3.1428e-01,  4.7433e-02,  9.9087e-02,
         -9.6566e-02],
        [-4.4082e-02, -7.9895e-02,  3.6886e-01,  1.2923e-01,  4.3533e-01,
         -1.5305e-01],
        [ 8.6660e-02,  1.1134e-01, -3.5568e-01,  4.8421e-01,  2.2780e-01,
         -2.4756e-01],
        [ 1.1446e-01,  4.3017e-03,  2.1157e-01,  1.8999e-03,  4.6711e-01,
          1.9970e-02],
        [ 1.6507e-01,  3.2677e-01, -4.1806e-01,  3.9712e-01,  5.2116e-01,
         -8.7789e-02],
        [-3.9587e-02, -2.1936e-01,  2.8781e-01,  3.1824e-02,  2.1594e-01,
         -6.2457e-02],
        [-3.1735e-01, -3.3211e-01,  1.6239e-01,  1.2771e-01,  5.5672e-02,
         -1.0261e-01],
        [ 3.4088e-02, -1.0335e-01,  2.7831e-01,  6.3372e-02,  3.5602e-01,
         -6.5525e-02],
        [-2.2108e-01, -2.7835e-01,  2.1030e-01,  1.7558e-01,  1.2298e-01,
         -1.5563e-01],
        [-1.1554e-02, -2.4703e-01,  2.6787e-01,  2.6167e-02,  8.7071e-02,
         -2.3922e-01],
        [-2.3646e-01, -2.8165e-01,  2.0383e-01,  1.8306e-01,  1.2242e-01,
         -1.4905e-01],
        [ 2.7877e-02, -1.2752e-01,  2.4694e-01,  7.1384e-03,  3.1533e-01,
         -1.5667e-02],
        [-1.3782e-01, -1.7462e-01,  2.5277e-01,  1.5559e-01,  2.7336e-01,
         -1.3557e-01],
        [ 1.2872e-01,  8.6317e-02,  1.5398e-01,  2.3839e-02,  5.5291e-01,
          3.7414e-02],
        [ 5.5980e-01, -1.2258e-01, -7.3631e-01, -1.2883e+00, -1.0404e+00,
         -1.0004e+00],
        [ 8.7144e-02,  3.3506e-02, -1.6708e-01,  5.0048e-01,  2.3371e-01,
         -2.5594e-01],
        [ 1.4749e-01, -5.8689e-02,  3.7571e-04, -8.0409e-02, -4.3251e-02,
         -6.5757e-01],
        [ 7.9981e-02, -2.5774e-01,  4.9978e-02, -2.8178e-01, -1.8065e-01,
         -3.4256e-01],
        [ 4.5734e-02, -2.3518e-01,  1.6601e-01, -1.0764e-01, -2.7776e-02,
         -3.1516e-01],
        [-7.3519e-02, -1.3576e-01,  1.5976e-02,  3.9812e-01,  1.4657e-01,
         -2.5190e-01],
        [-7.4355e-02, -1.8504e-01,  3.4605e-01,  1.0800e-01,  2.8800e-01,
         -1.3946e-01],
        [-1.0358e-01,  2.5788e-01, -4.0892e-01,  5.0505e-01,  5.0586e-01,
         -1.2427e-01],
        [-2.2392e-01, -3.3727e-01, -4.2516e-02,  5.7987e-01, -1.9222e-01,
         -4.6651e-01],
        [-2.4684e-01, -3.2905e-01,  1.1734e-01,  3.3661e-01, -1.9054e-02,
         -2.5627e-01],
        [-8.1303e-02, -2.9070e-01,  3.3500e-01,  9.1245e-02,  1.3987e-01,
         -1.3253e-01],
        [-2.5877e-01, -3.0110e-01,  1.5070e-01,  2.4025e-01,  6.3161e-02,
         -1.8050e-01],
        [-1.2582e-01, -2.8985e-01,  3.0918e-01,  1.1359e-01,  1.3753e-01,
         -1.3973e-01],
        [-1.3987e-02, -1.5287e-01,  2.6958e-01,  7.6027e-03,  2.9749e-01,
         -3.0600e-02],
        [ 3.0799e-02, -4.1821e-02,  2.6178e-01,  1.0406e-02,  4.3917e-01,
         -1.6863e-02],
        [-1.2075e-01, -1.6500e-01,  2.4727e-01,  1.6371e-01,  2.8052e-01,
         -1.3688e-01],
        [ 2.5125e-02, -2.3864e-01,  2.0414e-01, -5.6970e-02,  1.5807e-02,
         -2.8832e-01],
        [-1.8851e-01, -2.9223e-01,  4.2391e-01,  1.2844e-01,  1.9173e-01,
         -2.0358e-01],
        [-1.0804e-01, -2.3185e-01,  2.0225e-01,  1.1030e-01,  1.0066e-01,
         -2.5760e-01],
        [ 1.0947e-01, -5.7658e-03,  2.1481e-01,  5.1466e-03,  4.5521e-01,
          1.5157e-02],
        [-5.6662e-02, -2.5541e-01,  3.1007e-01,  1.0131e-01,  1.4343e-01,
         -1.9642e-01],
        [-2.6704e-01, -3.3152e-01, -1.5468e-01,  5.7926e-01, -2.6264e-01,
         -5.1985e-01],
        [-2.3557e-01, -2.1854e-01,  2.3603e-01,  2.3211e-01,  2.1722e-01,
         -1.9321e-01],
        [-2.8017e-01, -2.8350e-01,  1.6671e-01,  2.0084e-01,  1.1196e-01,
         -1.4842e-01],
        [-4.9665e-01, -1.2466e-01,  8.7711e-01,  5.3830e-01,  6.3589e-01,
         -6.8736e-01],
        [ 8.9477e-02,  4.0642e-02,  4.6061e-01,  6.4236e-01,  4.2977e-01,
         -7.5448e-01],
        [-2.9809e-02, -1.9500e-01,  3.0657e-01,  6.9363e-02,  2.5252e-01,
         -9.3742e-02],
        [ 1.9763e-01,  1.5629e-01, -7.9859e-04,  1.8587e-01,  5.2763e-01,
         -3.4041e-02],
        [-1.8117e-01, -1.9349e-01,  1.3531e-01,  3.2653e-01,  1.6806e-01,
         -2.3679e-01],
        [ 9.7387e-02,  1.0115e-01,  9.4961e-02,  5.5009e-02,  5.4776e-01,
          3.4495e-02],
        [-2.4143e-01, -2.8481e-01,  1.9416e-01,  1.9276e-01,  1.1263e-01,
         -1.5405e-01],
        [-1.6698e-01, -2.9430e-01,  4.0332e-01,  1.1678e-01,  1.7723e-01,
         -1.8544e-01],
        [-1.0391e-01, -1.9349e-01,  2.9080e-01,  1.5508e-01,  2.5610e-01,
         -1.5091e-01],
        [-2.4043e-01, -2.2293e-01,  5.3581e-02,  1.5743e-01,  5.1753e-02,
         -2.9066e-01],
        [-1.4886e-01, -3.1905e-01,  2.6837e-01,  7.2495e-02,  8.8164e-02,
         -9.7806e-02],
        [ 1.5046e-01,  3.9823e-01, -3.8467e-01,  3.1225e-01,  6.8712e-01,
          3.9726e-02],
        [-2.6234e-01, -2.7654e-01,  1.6639e-01,  1.9072e-01,  1.0888e-01,
         -1.6360e-01],
        [-8.8054e-03, -2.6428e-01,  2.2983e-01, -3.6864e-02,  3.0921e-02,
         -2.3204e-01]]), shape = torch.Size([56, 6])
decoder space = tensor([[-1.2516e-01, -9.0981e-02,  1.6167e-01,  1.4415e-01,  8.9137e-02,
          3.7566e-01, -1.1347e-01, -2.3591e-01, -5.7262e-01,  5.3065e-01,
         -1.9512e-01,  2.1451e-01],
        [-1.4850e-01, -1.9932e-01,  1.8267e-01,  1.1917e-02, -3.7412e-02,
          8.0641e-02, -1.0102e-01, -9.6204e-02, -4.7181e-01,  3.1123e-01,
         -1.1556e-02,  1.9019e-01],
        [-5.3784e-02,  1.9396e-01, -3.0713e-02,  1.7270e-01,  4.2845e-02,
          3.5158e-01, -1.6599e-01, -1.6621e-01, -6.0056e-01,  4.5549e-01,
         -1.7777e-01,  3.6824e-02],
        [-5.6240e-02,  1.5688e-01,  3.6828e-02,  1.8288e-01,  8.4505e-02,
          4.3677e-01, -1.4904e-01, -1.5787e-01, -6.0564e-01,  5.6127e-01,
         -2.8979e-01,  1.2074e-01],
        [-1.1159e-01, -1.8639e-01,  2.0333e-01, -1.0889e-02, -3.6745e-02,
          9.3012e-02, -6.5736e-02, -1.1850e-01, -4.3124e-01,  3.5193e-01,
          1.3179e-02,  1.5457e-01],
        [-1.1209e-01, -1.7789e-01,  3.0188e-02, -1.9231e-01, -2.1305e-01,
         -7.1224e-02,  7.6166e-02, -2.8652e-02, -1.2831e-01,  4.2993e-01,
         -4.1293e-02,  3.3865e-01],
        [-1.7859e-01,  1.1401e-01, -4.8588e-01, -3.4111e-01, -4.8877e-01,
         -4.8979e-01, -1.0227e-03, -1.1980e-01,  9.9906e-02, -1.5941e-01,
          4.9130e-01, -2.3857e-01],
        [-1.0547e-01, -1.2463e-01, -2.5079e-02, -1.2290e-01, -1.7652e-01,
         -1.2802e-02,  6.6710e-02, -3.5802e-02, -1.5993e-01,  4.6340e-01,
         -2.1751e-01,  4.5443e-01],
        [-1.8720e-01,  1.2160e-02, -4.0741e-01, -2.7176e-01, -4.2973e-01,
         -4.3246e-01,  5.5470e-02, -1.3262e-01,  1.3674e-01, -8.0698e-02,
          2.5655e-01,  2.6297e-03],
        [-7.7085e-02, -2.6508e-01,  1.7520e-01, -1.1248e-02, -1.6336e-01,
          6.2566e-02,  1.4063e-02, -1.5998e-01, -2.8613e-01,  4.0127e-01,
          3.1228e-02,  1.5988e-01],
        [-8.8922e-02, -1.6029e-02,  1.8400e-01,  1.7511e-01,  1.3391e-01,
          4.1833e-01, -1.2367e-01, -1.6841e-01, -6.1767e-01,  5.7022e-01,
         -2.9641e-01,  2.4596e-01],
        [-7.7224e-02, -2.0762e-01,  9.0902e-02, -8.0645e-02, -1.8697e-01,
          3.2849e-03,  5.9780e-02, -7.4184e-02, -1.9908e-01,  4.4425e-01,
         -8.7219e-02,  3.2149e-01],
        [-1.3980e-01, -1.4942e-01,  1.6108e-01,  5.1979e-02,  2.0809e-02,
          2.4503e-01, -1.0608e-01, -2.0274e-01, -5.1028e-01,  4.3908e-01,
         -8.2072e-02,  1.7355e-01],
        [-1.1336e-01, -1.7276e-01,  2.0225e-01, -2.3006e-02, -3.2801e-02,
          8.7525e-02, -6.4045e-02, -1.0957e-01, -4.2755e-01,  3.5114e-01,
          3.1967e-02,  1.4240e-01],
        [-1.3942e-01, -1.3451e-01,  1.6406e-01,  7.6753e-02,  4.4220e-02,
          2.8266e-01, -1.0961e-01, -2.1462e-01, -5.2930e-01,  4.6167e-01,
         -1.0925e-01,  1.8141e-01],
        [-5.4119e-02, -2.3401e-01,  1.3787e-01, -2.5634e-02, -1.8374e-01,
          2.9288e-02,  5.3050e-02, -1.0048e-01, -2.3134e-01,  4.3695e-01,
         -6.6132e-02,  2.7386e-01],
        [-5.2043e-02, -2.9788e-01,  2.0750e-01,  7.3374e-02, -1.5253e-01,
          1.1473e-01,  1.3115e-02, -1.9335e-01, -3.1870e-01,  4.2264e-01,
         -4.8018e-02,  1.9460e-01],
        [-1.4787e-01, -3.8725e-02, -9.5864e-02, -1.5795e-01, -1.5757e-01,
         -5.2386e-02,  8.1949e-02, -5.6262e-02, -8.7445e-02,  3.8871e-01,
         -1.1968e-01,  3.6417e-01],
        [-1.1037e-01, -3.7356e-01,  1.3014e-01,  2.9491e-01, -1.8636e-01,
          1.1415e-02, -1.0968e-01, -1.5314e-01, -4.2471e-01,  1.4791e-01,
         -1.6492e-01,  2.9444e-01],
        [-1.0201e-01,  3.6201e-02, -2.1183e-01, -1.6950e-01, -2.9255e-01,
         -1.7825e-01,  2.3827e-02, -6.7577e-02, -9.8470e-02,  2.1023e-01,
          1.1439e-01,  8.8632e-02],
        [-1.3466e-01, -1.4933e-01,  1.7692e-01, -7.4870e-02, -4.7890e-02,
          2.3253e-02, -8.5311e-02, -5.2653e-02, -4.3506e-01,  3.0071e-01,
          8.9578e-02,  1.2417e-01],
        [-1.3630e-01, -2.0196e-01,  1.9006e-01,  1.0495e-02, -3.8090e-02,
          8.6826e-02, -9.1907e-02, -1.0710e-01, -4.6266e-01,  3.2315e-01,
         -1.4051e-02,  1.8577e-01],
        [-1.3785e-01, -1.6329e-01,  1.9220e-01, -2.3547e-02, -1.9260e-02,
          7.6021e-02, -8.9422e-02, -8.5933e-02, -4.5913e-01,  3.2201e-01,
          3.0092e-02,  1.5416e-01],
        [-1.7036e-01, -3.3136e-02, -3.3543e-02, -2.7245e-02, -4.1717e-02,
          2.4023e-01, -1.0690e-01, -2.1543e-01, -4.4204e-01,  4.7520e-01,
         -7.9706e-02,  1.6365e-01],
        [-7.5602e-02, -2.5792e-01,  1.5187e-01, -7.0240e-02, -2.0252e-01,
         -1.2059e-03,  4.1755e-02, -1.2227e-01, -2.2177e-01,  3.9175e-01,
          7.2381e-02,  1.6194e-01],
